ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
ligand,docs/scientific_remediation/geometry/db_mean/inputs/ligand/conformer_0.sdf,4,4,P,0,C C C,inf,2.3968,1274166324313402500620396259851632640.0000,22.2222,39.9099,6.4141,12.4188,4.4012,4.4012,0.7776,34.5762
