Reaction_ID,Conformer_Index,Conformer_XYZ_Path,Boltzmann_Weight,vbur,percent_vbur,qvbur_min,qvbur_max,max_delta_qvbur,ovbur_min,ovbur_max,near_vbur,far_vbur,Coordination_Center_Method,Coordination_Center_X,Coordination_Center_Y,Coordination_Center_Z
SIG-NIHDA-2062,5,2062/conf_005.xyz,0.04347827,88.36351,49.20171,9.814282,40.364445,24.617298,0.0,22.379362,64.8069,23.55661,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,6,2062/conf_006.xyz,0.04347827,64.45722,35.890446,9.709379,27.181599,17.029297,0.0,21.260393,57.953224,6.504002,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,7,2062/conf_007.xyz,0.04347827,64.38729,35.851505,10.280519,23.69648,11.749164,0.0,21.318674,61.566555,2.820732,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,8,2062/conf_008.xyz,0.04347827,63.48978,35.351765,9.627788,28.32388,18.241512,0.0,21.610071,56.67107,6.8187113,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,9,2062/conf_009.xyz,0.04347827,68.51348,38.149014,10.385423,27.51962,14.266842,0.0,21.948093,61.35675,7.1567335,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,10,2062/conf_010.xyz,0.04347827,67.604324,37.642784,10.432046,24.966974,14.534928,0.0,21.633383,63.746216,3.8581085,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,11,2062/conf_011.xyz,0.04347827,105.50937,58.748703,10.746756,44.7121,29.46616,0.0,22.402674,63.75787,41.751495,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,12,2062/conf_012.xyz,0.04347827,71.38084,39.745586,10.350454,31.1213,18.41635,0.0,22.076307,60.878857,10.501982,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,13,2062/conf_013.xyz,0.04347827,112.60782,62.701195,10.93325,44.77038,29.780869,0.279742,22.41433,66.9749,45.63292,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,14,2062/conf_014.xyz,0.04347827,63.50144,35.358257,9.627788,28.32388,18.241512,0.0,21.610071,56.682724,6.8187113,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,15,2062/conf_015.xyz,0.04347827,81.043594,45.125908,10.432046,32.46173,18.35807,0.0,22.274458,65.42467,15.618929,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,16,2062/conf_016.xyz,0.04347827,99.08696,55.17264,11.166369,44.537262,31.307796,0.0,22.391016,61.89292,37.19403,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,17,2062/conf_017.xyz,0.04347827,88.57332,49.31854,9.686068,42.439198,28.626934,0.0,22.262802,62.673866,25.899448,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,18,2062/conf_018.xyz,0.04347827,65.87924,36.682243,10.140648,27.08835,16.772863,0.0,21.92478,60.15619,5.7230554,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,19,2062/conf_019.xyz,0.04347827,52.533222,29.25104,10.070712,17.355661,7.121766,0.0,17.110886,52.323414,0.2098065,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,20,2062/conf_020.xyz,0.04347827,94.57611,52.660954,9.744347,43.464916,29.897427,0.0,22.402674,65.436325,29.139793,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,21,2062/conf_021.xyz,0.04347827,62.69718,34.91044,9.779315,21.248737,10.898282,0.0,20.84078,61.683113,1.0140648,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2062,22,2062/conf_022.xyz,0.04347827,57.6152,32.080738,10.467013,21.516823,10.000776,0.0,20.001554,56.111588,1.5036134,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,0,2063/conf_000.xyz,0.08333334,47.05494,26.200676,9.3363905,15.933639,6.597248,0.0,15.933639,47.05494,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,1,2063/conf_001.xyz,0.08333334,48.057346,26.758827,9.581164,17.297382,7.716218,0.0,17.297382,48.05735,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,2,2063/conf_002.xyz,0.08333334,47.05494,26.200676,9.3363905,15.921983,6.5855923,0.0,15.921983,47.05494,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,3,2063/conf_003.xyz,0.08333334,47.05494,26.200676,9.3363905,15.933639,6.597248,0.0,15.933639,47.05494,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,4,2063/conf_004.xyz,0.08333334,46.693604,25.99948,9.27811,15.887016,6.6089067,0.0,15.887016,46.693607,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,5,2063/conf_005.xyz,0.08333334,46.693604,25.99948,9.27811,15.887016,6.6089067,0.0,15.887016,46.693607,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,6,2063/conf_006.xyz,0.08333334,47.05494,26.200676,9.3363905,15.921983,6.5855923,0.0,15.921983,47.05494,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,7,2063/conf_007.xyz,0.08333334,46.623672,25.96054,9.522884,15.770457,6.142668,0.0,15.770457,46.623672,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,8,2063/conf_008.xyz,0.08333334,48.057346,26.758827,9.581164,17.297382,7.716218,0.0,17.297382,48.05735,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,9,2063/conf_009.xyz,0.08333334,48.08066,26.771809,9.581164,17.297382,7.716218,0.0,17.297382,48.080658,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,10,2063/conf_010.xyz,0.08333334,46.623672,25.96054,9.522884,15.770457,6.1543245,0.0,15.770457,46.623672,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2063,11,2063/conf_011.xyz,0.08333334,46.891754,26.109812,9.243142,15.863704,6.6205616,0.0,15.863704,46.891754,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,0,2064/conf_000.xyz,0.07692308,48.302124,26.89512,9.686068,16.318283,6.6322155,0.0,16.318283,48.30212,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,1,2064/conf_001.xyz,0.07692308,48.302124,26.89512,9.686068,16.318283,6.6322155,0.0,16.318283,48.30212,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,2,2064/conf_002.xyz,0.07692308,55.80853,31.074764,9.1615505,24.89704,15.735489,0.0,20.561037,51.54247,4.2660656,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,3,2064/conf_003.xyz,0.07692308,52.323414,29.134216,8.870153,20.852436,11.982283,0.0,19.232264,50.668274,1.6551403,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,4,2064/conf_004.xyz,0.07692308,54.631287,30.419266,9.1615505,23.801384,14.639833,0.0,20.549381,51.425903,3.2053773,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,5,2064/conf_005.xyz,0.07692308,49.26956,27.4338,9.313078,17.553812,8.240734,0.0,17.553812,49.269566,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,6,2064/conf_006.xyz,0.07692308,58.0115,32.3014,10.012433,25.130157,14.709767,0.0,19.686844,52.428314,5.5831842,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,7,2064/conf_007.xyz,0.07692308,58.0115,32.3014,10.000777,25.130157,14.721423,0.0,19.686844,52.428314,5.5831842,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,8,2064/conf_008.xyz,0.07692308,48.302124,26.89512,9.686068,16.318283,6.6322155,0.0,16.318283,48.30212,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,9,2064/conf_009.xyz,0.07692308,52.323414,29.134216,8.870153,20.852436,11.982283,0.0,19.232264,50.668274,1.6551403,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,10,2064/conf_010.xyz,0.07692308,50.411842,28.069832,10.035745,17.751963,7.716218,0.0,17.67037,50.318596,0.09324735,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,11,2064/conf_011.xyz,0.07692308,48.10397,26.784786,9.732692,16.30663,6.5739374,0.0,16.30663,48.103973,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2064,12,2064/conf_012.xyz,0.07692308,48.302124,26.89512,9.686068,16.318283,6.6322155,0.0,16.318283,48.30212,0.0,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,0,2067/conf_000.xyz,0.025641026,67.93069,37.82451,10.059057,27.053385,15.082756,0.0,22.006372,61.22854,6.7021523,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,1,2067/conf_001.xyz,0.025641026,68.32699,38.04517,10.303831,29.419537,17.542156,0.0,21.994715,59.829823,8.497164,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,2,2067/conf_002.xyz,0.025641026,62.883675,35.01428,9.96581,29.069859,19.10405,0.0,21.901468,55.715286,7.1683893,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,3,2067/conf_003.xyz,0.025641026,62.6389,34.877987,10.303831,27.671146,16.306627,0.0,21.29536,55.68032,6.9585824,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,4,2067/conf_004.xyz,0.025641026,89.05121,49.584633,9.919186,42.136143,28.347193,0.0,22.227835,62.69718,26.354029,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,5,2067/conf_005.xyz,0.025641026,68.31533,38.03868,10.303831,29.419537,17.542156,0.0,21.994715,59.81817,8.497164,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,6,2067/conf_006.xyz,0.025641026,62.31254,34.696262,10.117336,26.773642,16.458155,0.0,21.878157,57.160618,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,7,2067/conf_007.xyz,0.025641026,65.33141,36.377205,10.070712,25.794546,14.721425,0.0,21.819878,59.841476,5.489937,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,8,2067/conf_008.xyz,0.025641026,62.31254,34.696262,10.117336,26.773642,16.458155,0.0,21.878157,57.160618,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,9,2067/conf_009.xyz,0.025641026,62.32419,34.70275,10.117336,26.773642,16.458155,0.0,21.878157,57.172276,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,10,2067/conf_010.xyz,0.025641026,65.31976,36.37072,10.070712,25.8062,14.733079,0.0,21.819878,59.841476,5.478281,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,11,2067/conf_011.xyz,0.025641026,65.308105,36.364227,10.070712,25.794546,14.721425,0.0,21.819878,59.829826,5.478281,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,12,2067/conf_012.xyz,0.025641026,62.860363,35.001297,9.954153,29.081512,19.12736,0.0,21.913124,55.691975,7.1683893,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,13,2067/conf_013.xyz,0.025641026,62.32419,34.70275,10.117336,26.773642,16.458155,0.0,21.878157,57.172276,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,14,2067/conf_014.xyz,0.025641026,62.32419,34.70275,10.117336,26.773642,16.458155,0.0,21.878157,57.172276,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,15,2067/conf_015.xyz,0.025641026,74.959206,41.738056,10.059057,34.594765,21.90147,0.0,21.936438,61.799675,13.159531,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,16,2067/conf_016.xyz,0.025641026,56.880875,31.671858,10.187272,23.66151,12.600045,0.0,19.453726,52.719715,4.1611624,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,17,2067/conf_017.xyz,0.025641026,62.31254,34.696262,10.117336,26.773642,16.458155,0.0,21.878157,57.160618,5.1519156,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,18,2067/conf_018.xyz,0.025641026,54.24664,30.20509,10.10568,21.435232,10.618541,0.0,19.943275,52.75468,1.4919575,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,19,2067/conf_019.xyz,0.025641026,82.78033,46.092937,10.723444,39.128914,28.40547,0.0,22.227835,62.16101,20.619316,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,20,2067/conf_020.xyz,0.025641026,64.07258,35.676273,10.36211,30.00233,19.20895,0.0,21.901468,55.82019,8.25239,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,21,2067/conf_021.xyz,0.025641026,62.848705,34.99481,9.942497,29.081512,19.139015,0.0,21.913124,55.680317,7.1683893,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,22,2067/conf_022.xyz,0.025641026,82.78033,46.092937,10.723444,39.11726,28.393816,0.0,22.227835,62.17266,20.607662,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,23,2067/conf_023.xyz,0.025641026,82.78033,46.092937,10.723444,39.11726,28.393816,0.0,22.227835,62.17266,20.607662,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,24,2067/conf_024.xyz,0.025641026,64.06092,35.66978,10.36211,30.00233,19.197296,0.0,21.901468,55.82019,8.240734,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,25,2067/conf_025.xyz,0.025641026,62.6389,34.877987,10.303831,27.659492,16.294973,0.0,21.29536,55.68032,6.9585824,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,26,2067/conf_026.xyz,0.025641026,65.308105,36.364227,10.070712,25.794546,14.721425,0.0,21.819878,59.829826,5.478281,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,27,2067/conf_027.xyz,0.025641026,56.880875,31.671858,10.187272,23.66151,12.600045,0.0,19.453726,52.719715,4.1611624,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,28,2067/conf_028.xyz,0.025641026,65.31976,36.37072,10.070712,25.8062,14.733079,0.0,21.819878,59.841476,5.478281,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,29,2067/conf_029.xyz,0.025641026,57.650166,32.10021,9.919186,21.435232,11.516047,0.0,20.887403,56.997433,0.65273136,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,30,2067/conf_030.xyz,0.025641026,82.803635,46.105915,10.723444,39.128914,28.40547,0.0,22.227835,62.17266,20.630972,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,31,2067/conf_031.xyz,0.025641026,64.07258,35.676273,10.36211,30.00233,19.20895,0.0,21.901468,55.82019,8.25239,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,32,2067/conf_032.xyz,0.025641026,64.06092,35.66978,10.36211,30.00233,19.20895,0.0,21.901468,55.808533,8.25239,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,33,2067/conf_033.xyz,0.025641026,95.29878,53.063343,10.035745,44.094337,31.412697,0.0,22.344395,60.564148,34.734634,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,34,2067/conf_034.xyz,0.025641026,62.6389,34.877987,10.303831,27.659492,16.294973,0.0,21.29536,55.69197,6.9469266,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,35,2067/conf_035.xyz,0.025641026,61.496624,34.241955,10.42039,27.671146,17.250755,0.0,21.680006,55.528786,5.9678297,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,36,2067/conf_036.xyz,0.025641026,54.689564,30.451714,10.280519,20.409512,9.522885,0.0,19.208952,53.442383,1.2471832,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,37,2067/conf_037.xyz,0.025641026,57.650166,32.10021,9.919186,21.423576,11.504391,0.0,20.887403,56.997433,0.65273136,geometric_opposed_substituent_vector,,,
SIG-NIHDA-2067,38,2067/conf_038.xyz,0.025641026,62.6389,34.877987,10.303831,27.671146,16.306627,0.0,21.29536,55.68032,6.9585824,geometric_opposed_substituent_vector,,,
