Source_ID,kraken_published,stericx_on_dft
866,5.846607019,5.827959
867,2.291577098,2.1097221
870,2.165022635,2.3428383
871,3.018480833,2.9606037
872,1.843929906,1.9115696
873,2.351193663,1.5618925
874,6.244050787,5.606497
875,4.955496253,4.0329475
876,3.727604189,3.0421944
877,3.890765315,3.5084305
878,6.366421632,5.3966894
879,7.812907769,8.427228
880,0.877514005,1.1073122
881,1.047996464,2.1330328
882,2.616853446,2.48271
883,2.645092871,2.5526447
884,5.352940022,6.1077013
885,7.395591812,6.3175087
886,0.880651719,0.9907532
887,7.274266872,7.704561
888,3.401281936,3.9280453
889,2.509125266,3.1004734
891,1.878444759,2.063098
892,2.43800375,2.6342373
893,1.397328618,1.4803009
894,2.226731009,2.645893
896,3.783037135,3.1004744
897,3.014297214,3.3685598
898,6.697973407,6.6205616
899,4.168975953,4.895485
902,0.889018956,0.9907532
908,3.398144222,3.4501514
909,0.948635522,0.9208174
910,4.25160242,4.231098
911,4.792335127,4.650712
912,5.569442285,3.5433998
913,3.101107301,3.3918715
915,3.703548382,2.9955702
916,5.302736598,5.000388
917,5.311103835,4.883829
918,13.22023483,12.82151
919,1.871123427,2.3078728
920,6.313080494,4.650712
921,4.855089406,3.893076
922,0.860779531,0.94412994
923,1.753982106,1.8999157
924,5.272405363,5.350066
925,2.197445679,2.237936
926,4.724351324,4.5108404
927,11.96410334,10.641854
928,1.525974891,1.3171186
929,3.628243246,3.8114853
930,1.774900199,2.0164738
931,0.914120668,1.002409
933,1.387915476,1.6901083
934,1.911913708,2.237936
935,1.939107229,2.0281286
936,0.806392489,0.90916157
937,2.070891216,2.2029676
945,3.646023626,3.706582
949,1.833470859,1.8649483
950,6.387339725,6.550626
951,1.552122507,1.5502377
952,4.902155116,5.058669
953,6.77955397,6.550625
955,5.425107443,5.420001
956,0.989425803,0.944129
957,1.746660773,2.0514412
958,2.010228746,2.0164738
959,1.872169332,1.8999157
960,2.937946174,3.0188808
961,2.327137856,2.179656
962,0.969553615,1.0140638
963,1.245672443,1.2238722
964,1.049042368,1.0723438
965,4.984781583,5.0353565
966,1.518653558,1.5968609
967,2.892972274,2.7857647
970,4.229638423,4.778926
972,3.434750885,2.9606028
973,3.685768002,3.3918724
974,4.572695149,3.6016788
976,1.07414408,1.0840006
977,6.626851891,6.6788406
978,1.965254846,2.2146244
980,6.397798771,6.4457216
982,16.05777416,16.411531
983,4.044513299,4.126196
984,12.7182006,12.64667
985,4.135507004,3.776516
986,11.90657859,11.294585
987,3.744338663,3.8114853
988,18.46963029,18.789337
989,4.916797781,4.534152
990,4.501573633,5.186884
991,3.658574481,4.405937
992,5.146896805,4.9654207
993,3.621967818,4.312689
994,13.7076264,12.681638
995,5.668803227,5.2218513
996,2.838585232,3.1121302
997,3.424291839,3.0888176
998,3.021618547,2.9839144
999,3.538295446,2.948947
1000,2.941083888,2.9606028
1001,2.655551918,3.007227
1002,2.522722027,2.6109266
1003,4.027778824,4.0912275
1004,5.87380054,5.6880875
1005,2.942129793,3.123787
1006,4.63126581,4.534151
1007,2.927487128,3.0421944
1008,6.102853659,7.2849474
1009,0.980012661,0.96744156
1011,6.155148892,7.0518303
1012,4.815345029,5.4549694
1013,3.601049725,4.5108395
1015,1.020802943,1.0024099
1016,5.113427856,4.0212917
1017,0.941314189,0.85088253
1018,3.473449358,4.0912266
1019,10.36177741,12.203746
1020,4.741085799,4.172821
1021,13.66056069,14.499961
1022,7.625690836,7.716219
1023,6.87159358,6.900301
1024,7.546202082,7.6346245
1025,7.851606241,7.9959593
1026,4.113543006,4.07957
1027,3.786174849,3.834796
1028,1.411971284,1.3287745
1029,7.316103058,8.089206
1031,0.68088393,0.6993542
1032,1.625335833,1.6085167
1033,1.591866884,1.6085167
1034,1.284370916,1.2588387
1035,2.882513228,2.657549
1036,5.049627672,4.883828
1037,1.589775075,1.6318283
1038,1.871123427,2.0164738
1039,3.279956996,3.3102808
1040,3.462990311,3.7532043
1041,1.416154902,1.3870535
1042,8.509480269,7.2616386
1043,7.164446883,6.1659803
1044,2.24032777,2.237936
1045,2.056248551,2.0281286
1046,1.334574339,1.2821512
1047,1.465312421,1.4336777
1048,2.586522211,2.5526466
1049,9.396407416,9.627788
1050,4.549685247,4.82555
1051,6.989780806,6.9119596
1052,10.53644349,10.770066
1053,10.43080712,10.676821
1054,9.130747634,9.39467
1055,13.05184418,13.380992
1056,16.45417202,16.912735
1057,16.5828183,16.120132
1058,15.53168412,15.350844
1059,2.356423187,2.354495
1060,0.720628307,0.78094673
1061,2.447416891,2.4593992
1063,19.70902731,18.171577
1064,22.67625881,20.141426
1065,2.275888528,2.2262802
1066,23.80478994,23.917942
1067,13.47438966,12.378586
1068,24.48358206,24.60564
1069,22.5842192,22.122929
1070,22.99212202,22.356049
1071,11.26439313,9.884217
1072,17.43941421,16.714584
1073,10.53539758,9.849249
1074,14.06950941,12.728263
1075,1.363859669,1.2704945
1076,1.495643656,1.5385809
1083,5.466943629,5.478282
1084,3.274727473,3.5667105
1085,8.890189563,8.299014
1086,4.059155964,3.99798
1087,4.128185671,4.0912266
1088,11.34074417,10.793381
1089,14.48787127,14.068691
1090,24.02652172,23.708136
1091,4.785013794,4.1495047
1092,10.79164422,10.02409
1093,15.90611799,14.849638
1094,4.244281088,3.7532043
1095,17.27102356,16.318285
1096,4.460783351,4.475872
1097,6.444864481,6.061076
1098,3.11679587,3.182064
1099,11.02069734,10.7351
1100,10.4946073,8.963402
1101,8.547132836,7.5180664
1102,4.069615011,4.359314
1103,5.120749188,4.708989
1104,3.534111827,3.4618063
1105,3.849975033,3.0888186
1106,3.346894894,3.0421944
1107,3.96397864,3.3102808
1108,2.718306197,2.9139805
1109,5.394776208,5.606498
1110,5.356077736,5.5249043
1111,8.128770975,8.13583
1112,5.368628591,5.6181517
1113,15.24928986,14.651486
1114,3.145035296,3.7998295
1115,3.553984016,3.9863224
1118,5.37281221,5.2801304
1119,3.428475457,3.3335934
1121,5.877984158,5.886237
1122,2.125278258,2.3428392
1127,14.71169487,14.87295
1128,3.953519594,3.8581085
1129,4.110405292,4.3476562
1130,15.75759952,15.968608
1131,2.014412365,2.2612476
1132,2.015458269,2.2612476
1136,5.85811197,6.5040016
1137,6.230454027,6.7953997
1138,5.962702435,6.550625
1139,6.001400907,6.6322165
1140,2.331321475,2.5643015
1141,17.81071036,17.96177
1142,27.06487474,27.216568
1143,4.149103764,3.9397001
1144,3.753751805,3.659958
1145,6.025456714,6.189291
1146,3.14817301,3.182065
1147,4.925165018,5.3966913
1148,4.896925592,4.650709
1149,4.179434999,3.7298927
1150,3.897040743,3.3219357
1151,3.464036216,3.1004744
1152,1.641024403,1.7134199
1153,1.558397935,1.7600441
1154,2.885650942,2.774108
1155,3.313425945,3.3452492
1156,2.170252158,2.3778076
1157,3.580131632,3.4384966
1158,3.513193734,3.356905
1159,5.253579079,5.2218523
1160,2.641955157,2.657548
1161,2.012320555,2.1097202
1162,2.162930825,2.004818
1163,3.037307117,2.9023247
1164,1.793726482,1.6318293
1165,1.717375443,1.5968609
1166,3.297737376,4.079571
1167,3.085418731,3.8464527
1168,1.844975811,1.7833548
1169,1.540617556,1.4336777
1170,5.846607019,5.1402597
1171,2.999654549,3.7415504
1172,5.608140757,5.361724
1173,8.062878981,8.2174225
1174,3.22452405,4.0212917
1176,3.050903877,3.8464527
1177,2.410810229,2.354495
1178,1.819874099,1.7017632
1179,5.295415266,4.7323027
1180,3.077051493,3.7182379
1181,1.736201726,1.6201725
1182,1.871123427,1.7716999
1183,5.687629511,5.478281
1184,1.843929906,1.7483873
1185,1.742477154,1.5968609
1186,5.719006651,5.315098
1187,2.412902038,2.3894634
1188,1.643116212,1.468646
1189,1.358630146,1.2821503
1190,11.6618369,10.525293
1196,8.382925806,8.508821
1197,10.6284831,10.397078
1198,3.54143316,3.4618073
1199,1.589775075,2.0747547
1201,24.45011311,24.477428
1202,23.72320937,23.743107
1203,3.848929128,3.6249905
1204,2.032192744,2.1680002
1205,2.083442072,2.179657
1206,2.277980337,2.2029696
1207,2.009182841,1.9348822
1208,2.537364692,2.4593983
1209,2.680653629,2.6808615
1210,13.07276228,13.031316
1211,13.00896209,13.008003
1212,5.457530487,4.9770765
1214,17.98537644,17.612091
1215,2.495528506,2.3661528
1216,6.665550363,6.0261087
1217,1.231029778,1.2122154
1218,2.651368299,2.6342373
1219,5.960610626,6.131011
1220,6.37269706,6.317507
1221,3.830102845,3.8114843
1222,2.528997455,2.6692057
1223,5.466943629,5.5715294
1224,3.659620386,3.7648602
1225,3.072867875,3.0421953
1226,2.999654549,2.9839153
1227,3.050903877,3.065506
1228,2.93480846,2.9722576
1229,2.862641039,2.8673553
1230,2.919119891,2.9606037
1231,2.901339512,2.948948
1232,2.022779602,2.0864086
1233,1.941199039,2.004818
1234,1.915051422,1.9581966
1235,1.931785897,1.946537
1236,1.882628378,1.9581928
1237,6.368513441,7.960991
1238,11.32087198,10.280518
1239,5.761888742,5.8046465
1241,7.29623087,7.529723
1242,8.739579293,8.893467
1243,2.471472699,2.4593992
1244,8.322263336,8.427229
1245,2.349101854,2.6925173
1246,4.845676264,3.9163876
1247,8.20407611,8.415571
1249,2.51226298,2.3078709
1250,4.428360307,5.000389
1251,4.877053404,5.0936346
1252,6.501343332,6.585594
1253,9.139114871,8.5671
1254,6.322493636,6.247572
1255,4.542363914,5.245163
1256,3.171182912,3.240345
1257,3.008021786,3.1121302
1258,2.914936272,2.9955711
1259,7.207328974,7.249981
1260,5.694950844,5.7347116
1261,1.291692248,1.2588396
1262,1.319931674,1.2704964
1263,4.167930048,4.301034
1264,4.246372897,4.242754
1265,4.295530416,4.534153
1266,3.665895814,4.1611633
1267,3.791404372,3.9163885
1268,4.003723017,3.9630108
1269,5.034985007,4.9770765
1270,4.325861651,3.834797
1271,5.601865329,4.545808
1272,7.231384781,8.240734
1273,5.544340573,5.2801304
1274,15.68229439,15.420782
1275,12.0896119,12.296995
1277,2.309357477,2.2729044
1278,2.049973123,2.0980644
1282,1.721559061,1.7017632
1283,0.921442001,1.293808
1284,0.796979347,1.1539364
1285,1.016619324,1.5152693
1286,0.8764681,1.2471838
1287,4.553868866,5.3267546
1288,3.779899421,5.000388
1289,6.383156106,6.5156584
1290,2.229868723,2.6225805
1291,1.104475315,1.0140648
1292,1.075189985,1.0373764
1293,1.229983874,1.3171186
1294,1.039629227,1.3171186
1295,6.925980622,7.9843035
1296,3.779899421,5.664777
1297,6.821390157,7.949336
1298,3.780945326,5.7347107
1400,1.36176786,1.2821503
1401,0.462289857,0.4545803
1402,2.896109988,2.9256344
1403,3.643931816,3.9746675
1404,4.57060334,4.70899
1405,6.854859105,6.783744
1406,3.33016042,3.3802156
1407,1.329344816,1.2821512
1408,2.963047886,2.9722586
1409,3.479724785,3.8697653
1410,3.462990311,3.881421
1412,2.078212548,1.9348812
1413,3.322839087,3.2170334
1414,7.009652994,7.24998
1415,1.522837177,1.5036135
1417,2.57292545,2.5060215
1418,0.873330386,0.88584995
1419,1.449623851,1.3637428
1420,2.556190976,2.6225815
1422,2.401397087,2.2495928
1423,5.109244237,5.128603
1425,1.335620244,1.2704954
1428,1.182918164,1.2821512
1430,1.16409188,1.1889038
1433,6.585015705,6.667183
1434,7.243935637,7.2732935
1435,2.931670747,2.9839153
1436,5.347710498,5.361723
1437,7.760612536,6.7487755
1438,3.172228817,3.2286901
1439,10.83348041,10.805036
1440,1.507148607,1.4103651
1441,2.440095559,2.48271
1444,1.437072995,1.3637419
1447,1.929694088,1.9581957
1448,3.872984936,3.8464527
1449,5.042306339,6.946924
1450,5.344572784,5.175227
1451,0.908891145,1.2588387
1453,5.099831095,3.7182379
1454,2.476702222,6.1659794
1455,6.741901403,2.948948
1456,6.777462161,3.648302
1457,2.189078442,3.3452482
1458,12.48287205,11.6908865
1459,3.939922833,4.0795727
1460,10.02081249,9.686066
1461,5.314241549,5.1635714
1462,6.454277623,6.364132
1463,3.831148749,3.776517
1468,2.108543783,2.179656
1469,2.443233273,2.48271
1470,4.900063306,4.7905817
1475,2.8312639,2.7974205
1476,3.289370138,3.2053766
1477,12.09379552,12.250371
1478,3.427429553,3.473464
1479,7.47612647,7.7395296
1480,5.648931039,4.94211
1481,11.08554343,10.245552
1482,14.63952745,13.92882
1485,2.79988676,4.475872
1486,4.851951692,6.888647
1487,4.380248693,6.0377655
1488,6.231499931,8.33398
1490,3.984896734,5.7929916
1491,2.978736456,4.3826246
1492,2.166068539,2.5526457
1493,1.42243033,2.2029686
1494,4.964909395,5.6181517
1495,2.972461028,4.5574627
1496,2.037422267,2.354495
1497,1.470541944,2.3428392
1498,1.322023483,1.2588396
1499,1.689136017,1.7833557
1500,3.760027233,3.9047327
1501,4.034054252,4.114539
1502,3.96397864,4.0795717
1503,3.925280168,4.009635
1504,4.14805786,4.231098
1505,4.172113667,4.19613
1506,4.079028152,4.184474
1507,4.14596605,4.242754
1508,4.328999365,4.429248
1509,4.443002972,4.4991846
1510,3.946198261,4.067915
1517,3.304012804,3.240344
1518,6.244050787,7.483098
1519,1.415108998,1.7600431
1520,5.356077736,6.7371197
1521,1.363859669,2.9606028
1522,3.885535791,4.5807753
1523,2.286347575,2.890668
1524,3.683676193,5.3850336
1525,0.971645424,2.2262802
1526,3.487046118,2.9256353
1527,1.783267436,2.121377
1528,3.192101005,2.774109
1529,11.31773427,11.5160475
1530,2.439049654,2.5409899
1531,10.22894752,10.315486
1532,2.929578937,2.9606028
1533,1.566765172,1.4919567
1534,2.107497879,1.9698496
1535,1.343987481,1.2938061
1536,1.335620244,1.2821512
1537,2.77060143,2.6692047
1538,0.839861438,0.9674406
1539,1.946428562,1.7833548
1540,10.92970364,10.606886
1541,16.03894788,16.458155
1542,4.769325224,4.88383
1543,2.479839936,2.4244318
1544,3.25380938,3.1704092
1545,3.477632976,3.8697643
1546,10.35550198,10.000776
1547,3.856250461,4.475873
1548,4.20872033,3.9047318
1549,12.91692248,12.809855
1550,2.985011884,3.0888186
1551,3.789312563,3.659958
1552,2.461013652,2.471054
1553,4.380248693,4.0795717
1554,3.088556445,2.9023228
1555,5.303782503,5.897895
1556,2.399305277,2.3661509
1557,3.45148536,3.590022
1558,12.00593953,12.296994
1559,3.661712195,3.5550556
1560,4.382340502,4.4409037
1561,3.943060547,3.8464527
1562,1.894133329,1.7950125
1563,7.125748411,7.7628403
1564,4.864502548,4.534152
1565,1.444394328,1.3753986
1566,1.497735465,1.4103651
1567,4.4942523,4.6390553
1568,6.250326215,6.30585
1569,5.133300044,5.0470123
1570,1.797910101,1.6901073
1571,3.052995686,3.0538502
1572,3.592682488,3.5200872
1573,4.036146062,4.172818
1574,1.901454662,1.9348831
1575,5.22220194,5.431657
1576,6.330860874,6.3291636
1577,1.410925379,1.3287745
1578,3.646023626,3.99798
1579,3.638702293,3.6133347
1580,2.237190056,2.1563454
1581,3.840561891,3.6716146
1582,1.589775075,1.5852051
1583,12.96398819,12.798198
1584,2.533181073,2.3778067
1585,3.482862499,3.4384956
1586,10.54167301,10.152304
1587,2.475656317,2.4943666
1588,4.587337815,5.0819798
1589,5.683445892,4.895486
1590,3.891811219,4.079571
1591,5.038122721,5.256819
1592,1.622198119,1.526926
1593,2.166068539,2.0747538
1594,2.456830033,2.4593992
1595,2.727719339,2.7974205
1596,1.34607929,1.293807
1597,2.024871411,1.9581947
1598,1.474725563,1.3987103
1599,2.250786816,2.179657
1600,1.669263829,1.6434841
1601,3.34584899,3.7415504
1602,3.381409748,3.5433989
1603,3.576993918,3.3918724
1604,13.13970017,13.800608
1605,3.199422338,3.0538492
1606,3.563397158,3.8814201
1607,2.033238648,1.9348812
1608,1.419292616,1.3404303
1610,5.115519665,5.012045
1611,2.174435777,2.063096
1612,4.486930968,4.5807753
1613,1.991402462,1.8882589
1614,2.676470011,2.587613
1615,2.33027557,2.2845602
1616,3.456714883,3.3335915
1618,2.897155893,2.7624521
1619,3.398144222,3.1704092
1620,2.066707597,2.0397863
1621,3.313425945,3.3102798
1622,3.115749966,2.9955702
1623,3.425337743,3.8114862
1624,3.405465555,3.7298946
1625,3.337481752,3.1704092
1626,4.700295517,4.8138943
1627,3.560259444,3.893075
1628,4.663688854,4.6856775
1629,4.639633047,4.708991
1630,3.365721178,3.4035273
1631,4.52562944,4.6390543
1632,3.362583464,3.3685608
1633,3.333298134,3.1704092
1634,3.603141535,3.415184
1635,2.922257605,3.1470976
1636,2.282163956,2.3078709
1637,2.531089264,2.4593992
1638,1.334574339,1.352087
1639,1.627427642,1.5502367
1640,2.671240488,2.2262802
1641,1.153632834,1.0257215
1642,4.368743742,4.301033
1643,3.232891287,2.529334
1644,1.299013581,1.3987093
1645,1.431843472,1.4686451
