ligand,file,geometries,conformers,donor_element,donor_index,substituents,sterimol_l,sterimol_b1,sterimol_b5,percent_buried_volume,buried_volume,qvbur_min,qvbur_max,max_delta_qvbur,max_delta_qvbur_min,pyr_p,pyr_alpha
1149,.stericx/kraken_dft_cache/1149/50896.sdf,36,36,P,17,C C C,8.9984,4.1181,7.2928,49.8617,89.5489,14.0030,35.1248,19.5577,3.7299,0.8962,22.3886
115,.stericx/kraken_dft_cache/115/33726.sdf,3,3,P,6,C C C,6.9603,2.5427,8.6185,28.3597,50.9325,11.2557,14.3174,2.4283,2.4244,0.9300,18.3582
1150,.stericx/kraken_dft_cache/1150/50932.sdf,31,31,P,16,C C C,9.0499,3.9499,7.3278,48.1279,86.4350,13.7348,34.8542,19.4300,3.3219,0.9061,21.0650
1151,.stericx/kraken_dft_cache/1151/50963.sdf,32,32,P,11,C C C,9.0635,4.0258,7.2683,53.2069,95.5567,14.1867,37.5033,20.6364,3.1005,0.9216,19.1167
1152,.stericx/kraken_dft_cache/1152/50995.sdf,29,29,P,6,C C C,9.1515,3.8833,7.2466,46.5455,83.5930,13.1238,33.2692,18.6495,1.7134,0.9124,20.3264
1153,.stericx/kraken_dft_cache/1153/51024.sdf,42,42,P,10,C C C,9.1409,4.0347,7.2207,50.7885,91.2134,13.2780,35.9382,20.2225,1.7600,0.9174,19.7268
1154,.stericx/kraken_dft_cache/1154/51066.sdf,29,29,P,12,C C C,9.1367,4.0904,7.2013,51.9197,93.2449,14.4879,36.8367,19.2495,2.7741,0.9204,19.3453
1155,.stericx/kraken_dft_cache/1155/51095.sdf,32,32,P,8,C C C,8.2400,3.7868,7.3191,48.7705,87.5891,13.5660,35.6234,20.6171,3.3452,0.9240,18.8933
1156,.stericx/kraken_dft_cache/1156/51127.sdf,35,35,P,8,C C C,8.2611,4.0130,7.2347,51.0842,91.7444,13.8409,36.3455,20.2007,2.3778,0.9210,19.2912
1157,.stericx/kraken_dft_cache/1157/51162.sdf,35,35,P,6,C C C,9.0479,3.7881,7.3341,49.1795,88.3235,14.2682,34.9767,19.0508,3.4385,0.9243,18.8243
1158,.stericx/kraken_dft_cache/1158/51197.sdf,30,30,P,6,C C C,9.0696,3.9932,7.2515,53.8616,96.7324,13.6048,37.8402,21.3195,3.3569,0.9289,18.3335
1159,.stericx/kraken_dft_cache/1159/51227.sdf,29,29,P,18,C C C,8.2575,3.9716,7.2503,54.8907,98.5805,14.1165,37.8962,20.8798,5.2219,0.9299,18.0800
116,.stericx/kraken_dft_cache/116/33729.sdf,2,2,P,0,C C C,9.1482,3.0939,6.8763,28.4008,51.0063,11.1664,14.4883,2.2263,2.2263,0.9305,18.2834
1160,.stericx/kraken_dft_cache/1160/51256.sdf,34,34,P,6,C C C,9.0819,4.2131,7.1905,52.3049,93.9368,13.1150,38.7052,22.6913,2.6575,0.9217,19.2922
1161,.stericx/kraken_dft_cache/1161/51290.sdf,31,31,P,16,C C C,6.9863,3.8497,7.2376,51.5578,92.5950,13.8871,35.8303,19.4906,2.1097,0.9205,19.3414
1162,.stericx/kraken_dft_cache/1162/51321.sdf,29,29,P,19,C C C,9.0484,4.3758,7.1968,51.0523,91.6870,13.0799,37.8516,21.5683,2.0048,0.9099,20.6774
1163,.stericx/kraken_dft_cache/1163/51350.sdf,41,41,P,11,C C C,9.0776,4.1144,7.2674,48.5696,87.2283,13.1118,35.7024,20.3515,2.9023,0.9118,20.4612
1164,.stericx/kraken_dft_cache/1164/51391.sdf,22,22,P,20,C C C,9.3094,4.9905,8.5241,27.7486,49.8349,11.2231,13.8875,1.7171,1.6318,0.9427,16.5227
1165,.stericx/kraken_dft_cache/1165/51413.sdf,9,9,P,20,C C C,9.2819,4.4743,8.7351,28.0706,50.4131,11.2868,14.0234,1.7341,1.5969,0.9356,17.5663
1166,.stericx/kraken_dft_cache/1166/51422.sdf,54,54,P,13,O C C,6.7688,2.9013,12.0968,29.1703,52.3882,9.8648,17.1130,7.0225,4.0796,0.9614,13.1731
1167,.stericx/kraken_dft_cache/1167/51476.sdf,14,14,P,8,O C C,6.8417,2.2322,9.9196,27.6721,49.6975,9.9200,15.9628,5.9745,3.8465,0.9403,16.5741
1168,.stericx/kraken_dft_cache/1168/51490.sdf,6,6,P,7,C C C,11.5855,2.9013,6.8795,28.3208,50.8625,11.3412,14.2532,1.8164,1.7834,0.9348,17.6876
1169,.stericx/kraken_dft_cache/1169/51496.sdf,30,30,P,9,C C C,11.5769,3.1917,7.7728,28.2291,50.6978,11.3626,14.1433,1.7220,1.4337,0.9355,17.5949
117,.stericx/kraken_dft_cache/117/33731.sdf,3,3,P,5,C C C,7.9025,2.4971,6.8654,28.2364,50.7110,11.4811,13.9288,1.4104,1.4104,0.9322,18.0580
1170,.stericx/kraken_dft_cache/1170/51526.sdf,86,86,P,8,O O C,7.9811,3.8343,9.8671,33.7167,60.5533,10.0896,22.9807,12.5637,5.1403,0.9575,13.4668
1171,.stericx/kraken_dft_cache/1171/51569.sdf,17,17,P,8,O C C,6.6152,2.4131,9.9086,28.3336,50.8856,10.1818,16.4307,6.0830,3.7416,0.9430,16.1542
1172,.stericx/kraken_dft_cache/1172/51586.sdf,46,46,P,9,O O C,7.9211,4.0054,10.9518,33.5323,60.2221,10.0879,22.4072,12.0102,5.3617,0.9604,13.0315
1173,.stericx/kraken_dft_cache/1173/51632.sdf,9,9,P,20,C C C,9.4413,4.5536,8.6459,33.9917,61.0472,11.0524,20.9807,9.4983,8.2174,0.9230,19.2151
1174,.stericx/kraken_dft_cache/1174/51641.sdf,16,16,P,8,O C C,6.6818,2.0903,9.9149,27.4399,49.2805,9.8449,15.6371,5.7114,4.0213,0.9335,17.4962
1176,.stericx/kraken_dft_cache/1176/51700.sdf,27,27,P,8,O C C,6.0179,3.2013,9.9299,29.9063,53.7100,10.3423,18.6102,8.1121,3.8465,0.9461,15.6607
1177,.stericx/kraken_dft_cache/1177/51727.sdf,8,8,P,7,C C C,11.2888,2.8173,11.0924,28.2029,50.6508,11.2290,14.2916,2.4667,2.3545,0.9334,17.8733
1178,.stericx/kraken_dft_cache/1178/51735.sdf,15,15,P,10,C C C,8.6284,3.8767,8.3040,28.1469,50.5502,11.1928,14.3453,2.0988,1.7018,0.9361,17.5009
1179,.stericx/kraken_dft_cache/1179/51750.sdf,35,35,P,8,O C C,7.9955,3.7342,9.9098,29.4737,52.9332,10.3408,17.5948,6.8896,4.7323,0.9419,16.2713
118,.stericx/kraken_dft_cache/118/33734.sdf,3,3,P,5,C C C,8.1607,2.4757,6.8647,28.2667,50.7654,11.5394,13.9055,1.3754,1.3754,0.9327,17.9913
1180,.stericx/kraken_dft_cache/1180/51785.sdf,17,17,P,9,O C C,7.5785,1.9886,11.1802,26.5042,47.6000,9.8143,14.7098,4.8002,3.7182,0.9295,18.2607
1181,.stericx/kraken_dft_cache/1181/51802.sdf,21,21,P,7,C C C,9.0845,2.9317,9.0267,28.2080,50.6599,11.0876,14.5133,2.6792,1.6202,0.9340,17.7961
1182,.stericx/kraken_dft_cache/1182/51823.sdf,13,13,P,11,C C C,7.4730,3.8727,8.3055,28.1567,50.5679,11.2847,14.2382,1.9026,1.7717,0.9344,17.7397
1183,.stericx/kraken_dft_cache/1183/51836.sdf,41,41,P,9,O O C,7.9309,3.9325,11.1854,33.5128,60.1872,10.0858,22.0516,11.7122,5.4783,0.9627,12.6164
1184,.stericx/kraken_dft_cache/1184/51877.sdf,10,10,P,7,C C C,7.9858,3.8420,8.3059,28.0828,50.4352,11.2888,14.1759,1.8137,1.7484,0.9358,17.5452
1185,.stericx/kraken_dft_cache/1185/51887.sdf,26,26,P,9,C C C,11.2891,2.9260,7.7833,28.2336,50.7059,11.3663,14.1673,1.7654,1.5969,0.9344,17.7433
1186,.stericx/kraken_dft_cache/1186/51913.sdf,40,40,P,9,O O C,8.0048,3.8545,9.4115,33.1779,59.5856,10.0690,22.0239,11.6460,5.3151,0.9599,13.1434
1187,.stericx/kraken_dft_cache/1187/51953.sdf,2,2,P,8,C C C,9.6625,3.5269,9.6965,28.1704,50.5925,11.2421,14.3543,2.4011,2.3895,0.9341,17.7777
1188,.stericx/kraken_dft_cache/1188/51955.sdf,11,11,P,6,C C C,9.1013,2.8283,9.0435,28.2634,50.7594,11.1674,14.4427,2.4795,1.4686,0.9309,18.2396
1189,.stericx/kraken_dft_cache/1189/51966.sdf,25,25,P,6,C C C,11.5871,2.9786,6.8737,28.2625,50.7578,11.4559,13.9964,1.4752,1.2822,0.9342,17.7740
119,.stericx/kraken_dft_cache/119/33737.sdf,13,13,P,10,C C C,6.9865,3.7966,6.8775,53.3779,95.8636,16.8563,30.0095,12.0531,3.5551,0.9082,20.6137
1190,.stericx/kraken_dft_cache/1190/51991.sdf,30,30,P,16,N N C,5.8139,4.3440,9.5057,66.4754,119.3861,18.7509,39.8485,17.6502,10.5253,0.9022,21.5263
1196,.stericx/kraken_dft_cache/1196/52021.sdf,47,47,P,8,C C C,9.0371,4.3866,9.2659,56.5397,101.5421,15.6613,33.8679,16.3674,8.5088,0.9097,20.6914
1197,.stericx/kraken_dft_cache/1197/52068.sdf,38,38,P,14,C C C,6.9616,4.5776,7.0533,51.3346,92.1940,13.3933,33.2062,16.4355,10.3971,0.8636,25.9338
1198,.stericx/kraken_dft_cache/1198/52106.sdf,11,11,P,21,C C C,9.0796,2.7478,8.8515,31.7798,57.0748,10.5772,19.3329,8.0701,3.4618,0.9242,18.6920
1199,.stericx/kraken_dft_cache/1199/52117.sdf,1,1,P,16,C C C,9.1514,4.6089,9.3677,29.8741,53.6522,12.4718,14.5699,2.0748,2.0748,0.9677,11.6542
12,.stericx/kraken_dft_cache/12/31908.sdf,3,3,P,5,C C C,5.8584,3.9509,5.1219,40.4422,72.6319,15.1216,22.7135,6.1388,6.1310,0.8830,23.9612
120,.stericx/kraken_dft_cache/120/33750.sdf,6,6,P,11,C C C,8.2027,2.9330,8.2809,37.1993,66.8078,13.0041,20.4153,7.0810,2.9489,0.8920,22.9936
1201,.stericx/kraken_dft_cache/1201/52118.sdf,8,8,P,15,C C C,6.9751,4.7597,8.4030,45.7701,82.2004,10.4947,38.7530,25.7858,24.4774,0.9363,17.2866
1202,.stericx/kraken_dft_cache/1202/52126.sdf,4,4,P,2,C C C,6.7721,3.9342,8.3537,41.9165,75.2797,10.6885,37.3223,25.3691,23.7431,0.9340,17.5861
1203,.stericx/kraken_dft_cache/1203/52130.sdf,10,10,P,16,C C C,9.1100,3.6728,9.3644,29.9721,53.8282,10.4320,17.8650,7.4318,3.6250,0.9196,19.2923
1204,.stericx/kraken_dft_cache/1204/52140.sdf,38,38,P,9,C C C,8.5868,2.7566,9.0113,29.3542,52.7185,11.2274,15.4426,3.8152,2.1680,0.9306,18.2065
1205,.stericx/kraken_dft_cache/1205/52178.sdf,16,16,P,8,C C C,11.2917,2.7522,11.0117,31.4759,56.5290,11.2727,18.3770,6.6701,2.1797,0.9277,18.5718
1206,.stericx/kraken_dft_cache/1206/52194.sdf,24,24,P,11,C C C,7.5224,4.4224,7.9302,28.0490,50.3744,11.1348,14.3446,2.3865,2.2030,0.9412,16.7432
1207,.stericx/kraken_dft_cache/1207/52218.sdf,11,11,P,11,C C C,7.3971,3.8868,8.7264,28.1884,50.6248,11.2914,14.3008,1.9910,1.9349,0.9330,17.9490
1208,.stericx/kraken_dft_cache/1208/52229.sdf,15,15,P,7,C C C,9.1406,3.1904,7.7610,28.3173,50.8563,11.0537,14.6631,2.6070,2.4594,0.9320,18.0736
1209,.stericx/kraken_dft_cache/1209/52244.sdf,4,4,P,7,C C C,9.1381,3.1386,6.8925,28.3700,50.9509,11.0294,14.6806,2.7333,2.6809,0.9318,18.0953
121,.stericx/kraken_dft_cache/121/33756.sdf,9,9,P,8,C C C,8.2241,3.7479,8.2838,51.8201,93.0660,15.9000,30.3675,13.1220,3.6366,0.8916,22.5606
1210,.stericx/kraken_dft_cache/1210/52248.sdf,6,6,P,10,C C C,8.1541,3.0440,7.9306,34.1165,61.2713,11.3975,25.2992,13.0371,13.0313,0.9163,20.1912
1211,.stericx/kraken_dft_cache/1211/52254.sdf,9,9,P,10,C C C,7.4685,3.0649,7.2611,34.6278,62.1895,11.4565,25.7790,13.3473,13.0080,0.9153,20.3145
1212,.stericx/kraken_dft_cache/1212/52263.sdf,41,41,P,6,O C C,7.4746,3.5452,9.0679,29.8385,53.5882,10.7581,17.6112,6.4082,4.9771,0.9454,15.6697
1214,.stericx/kraken_dft_cache/1214/52304.sdf,32,32,P,5,C C C,7.8988,3.6540,7.8558,43.2718,77.7137,11.1340,34.7973,21.0717,17.6121,0.9378,17.2562
1215,.stericx/kraken_dft_cache/1215/52336.sdf,42,42,P,6,C C C,9.0438,2.7240,8.8430,30.2989,54.4151,10.1720,18.8745,8.1103,2.3662,0.9349,17.6212
1216,.stericx/kraken_dft_cache/1216/52378.sdf,39,39,P,8,O O C,7.0617,3.2605,8.8698,36.7664,66.0305,10.2025,23.0772,11.5645,6.0261,0.9549,14.1694
1217,.stericx/kraken_dft_cache/1217/52417.sdf,50,50,P,2,C C C,9.4910,2.6337,7.0569,33.6695,60.4686,9.9791,22.0896,11.9063,1.2122,0.9385,17.0551
1218,.stericx/kraken_dft_cache/1218/52467.sdf,16,16,P,5,C C C,7.8884,2.8558,7.9453,28.2000,50.6457,11.1962,14.4752,2.8266,2.6342,0.9337,17.8306
1219,.stericx/kraken_dft_cache/1219/52483.sdf,18,18,P,8,C C C,6.9594,4.0928,6.9052,46.4355,83.3955,12.4330,32.6068,17.2022,6.1310,0.9239,19.0019
122,.stericx/kraken_dft_cache/122/33765.sdf,6,6,P,4,C C C,6.9084,2.1560,6.8713,27.7864,49.9029,10.4690,15.0264,4.5575,4.4292,0.9145,20.3633
1220,.stericx/kraken_dft_cache/1220/52501.sdf,15,15,P,6,C C C,7.7023,3.3561,7.8035,41.3227,74.2132,13.0096,26.0603,11.2619,6.3175,0.9061,21.3052
1221,.stericx/kraken_dft_cache/1221/52516.sdf,25,25,P,6,C C C,6.9612,3.3061,7.1193,35.4798,63.7196,11.5296,25.0849,12.7096,3.8115,0.9237,19.0096
1222,.stericx/kraken_dft_cache/1222/52541.sdf,27,27,P,16,C C C,6.9794,3.5927,7.1766,50.1276,90.0264,13.1190,36.5961,20.6802,2.6692,0.9170,19.8246
1223,.stericx/kraken_dft_cache/1223/52568.sdf,20,20,P,4,C C C,6.9642,4.4755,7.7118,54.6314,98.1148,16.5986,32.6039,14.4732,5.5715,0.9014,21.8040
1224,.stericx/kraken_dft_cache/1224/52588.sdf,29,29,P,8,C C C,6.9602,3.7306,6.8141,45.9960,82.6063,15.4469,26.9609,10.6933,3.7649,0.9041,21.5041
1225,.stericx/kraken_dft_cache/1225/52617.sdf,8,8,P,10,C C C,9.1095,3.1507,9.1338,38.1482,68.5120,13.5937,19.6606,5.6589,3.0422,0.9058,21.4642
1226,.stericx/kraken_dft_cache/1226/52625.sdf,29,29,P,11,C C C,9.8153,3.4029,10.0147,38.3632,68.8981,14.2017,20.0892,5.3368,2.9839,0.9052,21.4723
1227,.stericx/kraken_dft_cache/1227/52654.sdf,7,7,P,8,C C C,7.4645,2.8657,7.2859,37.6845,67.6793,13.4143,20.3696,6.5456,3.0655,0.8966,22.4693
1228,.stericx/kraken_dft_cache/1228/52661.sdf,43,43,P,12,C C C,9.5813,3.3128,9.4186,39.1725,70.3516,15.0773,20.1056,4.2601,2.9723,0.9130,20.5293
1229,.stericx/kraken_dft_cache/1229/52704.sdf,20,20,P,8,C C C,9.8610,3.0125,9.8147,38.3421,68.8602,14.2022,20.2353,5.4078,2.8674,0.8991,22.1894
123,.stericx/kraken_dft_cache/123/33771.sdf,1,1,P,7,C C C,7.4795,3.3529,7.3880,37.0457,66.5320,11.8541,21.3187,9.3947,9.3947,0.9109,20.7846
1230,.stericx/kraken_dft_cache/1230/52724.sdf,6,6,P,9,C C C,8.8096,2.8346,8.5755,37.2999,66.9885,13.0333,20.4581,7.0907,2.9606,0.8896,23.2752
1231,.stericx/kraken_dft_cache/1231/52730.sdf,8,8,P,10,C C C,8.2342,2.8612,8.2606,37.6606,67.6364,13.2338,20.3891,6.7794,2.9489,0.8900,23.2594
1232,.stericx/kraken_dft_cache/1232/52738.sdf,24,24,P,11,C C C,6.9872,4.5518,7.9808,63.4167,113.8929,21.7271,34.5593,11.6209,2.0864,0.9091,20.8838
1233,.stericx/kraken_dft_cache/1233/52762.sdf,39,39,P,6,C C C,9.0107,4.6131,8.9076,60.6465,108.9177,21.3638,34.2780,11.2725,2.0048,0.9060,21.3145
1234,.stericx/kraken_dft_cache/1234/52801.sdf,25,25,P,5,C C C,7.4629,4.5558,7.9884,63.9971,114.9353,21.3835,36.1259,12.8071,1.9582,0.9043,21.4802
1235,.stericx/kraken_dft_cache/1235/52826.sdf,42,42,P,9,C C C,9.5184,4.9767,9.4112,66.7209,119.8270,23.2702,37.2579,12.3167,1.9465,0.9141,20.3586
1236,.stericx/kraken_dft_cache/1236/52868.sdf,21,21,P,8,C C C,8.2375,4.8003,8.3853,65.3263,117.3224,22.5609,36.2366,11.8341,1.9582,0.9126,20.5303
1237,.stericx/kraken_dft_cache/1237/52889.sdf,38,38,P,5,O C C,5.8461,3.6395,8.4028,42.6764,76.6444,12.7513,26.5914,12.7350,7.9610,0.9532,14.6456
1238,.stericx/kraken_dft_cache/1238/52927.sdf,32,32,P,8,N C C,5.8103,3.6117,6.8856,47.1865,84.7444,12.1098,29.5627,14.8529,10.2805,0.9373,17.0374
1239,.stericx/kraken_dft_cache/1239/52959.sdf,42,42,P,11,O C C,7.4735,3.3673,9.0902,29.9563,53.7998,10.6127,17.5563,6.6741,5.8046,0.9487,15.1638
124,.stericx/kraken_dft_cache/124/33772.sdf,1,1,P,1,C C C,3.5635,1.7510,4.2151,23.3126,41.8681,9.5812,11.5860,1.2822,1.2822,0.9644,12.8176
1241,.stericx/kraken_dft_cache/1241/53001.sdf,11,11,P,8,C C C,8.3867,2.3229,8.2802,33.5646,60.2802,10.7944,21.5380,10.2657,7.5297,0.9246,18.8495
1242,.stericx/kraken_dft_cache/1242/53012.sdf,41,41,P,12,C C C,7.5890,4.1977,7.6478,54.4622,97.8111,14.5986,34.4865,18.2108,8.8935,0.8904,23.0069
1243,.stericx/kraken_dft_cache/1243/53053.sdf,47,47,P,3,C C S,7.8156,3.1123,8.4847,30.5727,54.9068,11.2356,18.3000,6.2491,2.4594,0.9310,18.0208
1244,.stericx/kraken_dft_cache/1244/53100.sdf,43,43,P,6,C C C,9.0616,3.4184,7.0713,47.3950,85.1188,13.0988,30.6366,16.9379,8.4272,0.9420,16.3830
1245,.stericx/kraken_dft_cache/1245/53143.sdf,35,35,P,7,O C C,6.8631,2.6013,8.5712,26.8514,48.2235,9.8476,15.7844,5.5432,2.6925,0.9494,15.0627
1246,.stericx/kraken_dft_cache/1246/53178.sdf,55,55,P,2,C C S,6.6109,3.8618,7.0942,43.1329,77.4642,13.7379,26.1417,11.5781,3.9164,0.9181,19.7569
1247,.stericx/kraken_dft_cache/1247/53233.sdf,35,35,P,13,C C C,11.2161,3.3079,8.3920,34.9407,62.7515,11.0638,20.5078,9.1452,8.4156,0.9187,19.7489
1249,.stericx/kraken_dft_cache/1249/53268.sdf,42,42,P,4,C C C,7.2495,3.3055,6.7080,35.9388,64.5441,10.8911,25.4213,13.5250,2.3079,0.8956,22.4500
125,.stericx/kraken_dft_cache/125/33773.sdf,5,5,P,7,C C C,6.9449,2.2770,7.3171,32.0924,57.6362,11.0801,20.5377,9.0287,9.0217,0.9212,19.5312
1250,.stericx/kraken_dft_cache/1250/53310.sdf,30,30,P,6,O C C,7.1922,3.2030,8.9922,35.4203,63.6130,10.9729,20.8816,8.6172,5.0004,0.9353,17.3465
1251,.stericx/kraken_dft_cache/1251/53340.sdf,46,46,P,8,O C C,6.4646,3.1738,5.8880,40.1155,72.0452,11.2411,24.4962,11.9759,5.0936,0.9705,11.3127
1252,.stericx/kraken_dft_cache/1252/53386.sdf,23,23,P,7,C C C,10.9089,3.0326,11.6875,36.1596,64.9407,11.4390,20.3573,8.8043,6.5856,0.9247,19.0568
1253,.stericx/kraken_dft_cache/1253/53409.sdf,36,36,P,8,O C C,7.6222,2.8616,7.8782,33.1287,59.4973,9.5067,21.3258,10.8015,8.5671,0.9640,12.6088
1254,.stericx/kraken_dft_cache/1254/53445.sdf,37,37,P,6,O O C,6.4620,3.0579,8.9450,37.1973,66.8041,10.2600,23.7963,12.2226,6.2476,0.9591,13.4725
1255,.stericx/kraken_dft_cache/1255/53482.sdf,34,34,P,5,O C C,5.3900,2.8832,9.1733,36.0193,64.6886,10.8009,21.7242,9.8479,5.2452,0.9417,16.4882
1256,.stericx/kraken_dft_cache/1256/53516.sdf,19,19,P,8,C C C,9.1912,3.1581,9.2023,27.5274,49.4377,10.0676,15.8226,5.1421,3.2403,0.9385,17.0714
1257,.stericx/kraken_dft_cache/1257/53535.sdf,31,31,P,8,C C C,9.1631,2.0385,9.0475,27.6009,49.5696,9.7327,16.6022,6.5664,3.1121,0.9211,19.3016
1258,.stericx/kraken_dft_cache/1258/53566.sdf,30,30,P,4,C C C,11.2824,2.7772,10.9928,26.3281,47.2838,10.0315,14.3457,3.8538,2.9956,0.9468,15.7397
1259,.stericx/kraken_dft_cache/1259/53596.sdf,27,27,P,8,C C C,6.5927,3.8400,8.5039,40.2985,72.3737,11.0679,25.8606,12.6950,7.2500,0.9522,14.8633
126,.stericx/kraken_dft_cache/126/33778.sdf,2,2,P,5,C C C,8.1577,2.4814,8.0451,28.2645,50.7615,11.5394,13.8705,1.2822,1.2822,0.9336,17.8579
1260,.stericx/kraken_dft_cache/1260/53623.sdf,29,29,P,8,O C C,6.4106,3.0432,8.2803,30.0012,53.8805,10.0836,17.5168,7.3296,5.7347,0.9547,14.3416
1261,.stericx/kraken_dft_cache/1261/53652.sdf,22,22,P,8,C C C,9.7485,2.8985,10.1818,28.2878,50.8034,11.4482,14.0120,1.4570,1.2588,0.9325,18.0180
1262,.stericx/kraken_dft_cache/1262/53674.sdf,29,29,P,9,C C C,9.5944,2.8791,9.4527,28.2623,50.7575,11.4541,13.9963,1.4940,1.2705,0.9337,17.8427
1263,.stericx/kraken_dft_cache/1263/53703.sdf,36,36,P,8,C C C,10.3341,3.1952,10.0188,33.3730,59.9360,11.3623,21.5324,9.6437,4.3010,0.9220,19.3747
1264,.stericx/kraken_dft_cache/1264/53739.sdf,30,30,P,9,C C C,9.1507,3.3666,8.1571,30.4433,54.6744,11.1512,17.6746,6.2538,4.2428,0.9176,19.9345
1265,.stericx/kraken_dft_cache/1265/53769.sdf,29,29,P,5,C C C,7.0014,2.9279,7.8631,29.3475,52.7065,10.4216,17.3601,6.6443,4.5342,0.9284,18.4152
1266,.stericx/kraken_dft_cache/1266/53798.sdf,21,21,P,8,N N C,5.8718,3.0061,7.3487,33.4795,60.1273,10.9216,18.5085,7.3044,4.1612,0.9223,19.0083
1267,.stericx/kraken_dft_cache/1267/53819.sdf,17,17,P,11,C C C,8.8976,2.8661,8.6964,30.1242,54.1013,11.1561,16.7310,5.1149,3.9164,0.9144,20.3983
1268,.stericx/kraken_dft_cache/1268/53836.sdf,18,18,P,7,C C C,8.2464,3.0913,8.2938,39.8682,71.6010,11.3328,28.2475,15.2388,3.9630,0.9132,20.4791
1269,.stericx/kraken_dft_cache/1269/53854.sdf,34,34,P,9,C C C,8.6947,2.7635,8.8653,33.7455,60.6049,10.9195,20.9309,8.8225,4.9771,0.9082,21.1099
127,.stericx/kraken_dft_cache/127/33780.sdf,4,4,P,6,C C C,6.9577,2.7314,7.8210,35.4653,63.6938,11.5277,27.3594,15.0274,15.0012,0.8923,23.1267
1270,.stericx/kraken_dft_cache/1270/53888.sdf,40,40,P,9,O O C,6.4679,3.5212,7.0016,37.4874,67.3252,11.5647,23.8640,10.9024,3.8348,0.9584,13.6851
1271,.stericx/kraken_dft_cache/1271/53928.sdf,51,51,P,8,N N C,6.6055,4.5043,9.0252,47.1549,84.6875,14.3231,28.5851,12.7895,4.5458,0.9354,17.4463
1272,.stericx/kraken_dft_cache/1272/53979.sdf,54,54,P,7,O O C,6.0213,3.2859,8.9320,39.0850,70.1945,11.8942,24.7749,12.0952,8.2407,0.9495,15.2981
1273,.stericx/kraken_dft_cache/1273/54033.sdf,33,33,P,5,C C C,8.2173,3.3935,6.9234,40.2622,72.3087,11.2805,27.5288,14.4848,5.2801,0.9367,17.0733
1274,.stericx/kraken_dft_cache/1274/54066.sdf,4,4,P,8,C C C,6.9907,4.9227,7.0087,56.4707,101.4181,18.9525,36.7569,16.3911,15.4208,0.7335,38.3175
1275,.stericx/kraken_dft_cache/1275/54070.sdf,11,11,P,8,C C C,8.3815,4.5670,7.1093,58.8201,105.6376,19.2068,34.6594,13.5283,12.2970,0.7907,33.1049
1277,.stericx/kraken_dft_cache/1277/54081.sdf,42,42,P,9,O O O,7.9874,2.8337,9.3617,30.2124,54.2597,9.5601,17.8397,7.5164,2.2729,0.9590,13.2630
1278,.stericx/kraken_dft_cache/1278/54123.sdf,44,44,P,8,O O O,8.0720,3.8040,9.1595,34.3302,61.6550,9.4103,22.8512,11.0792,2.0981,0.9609,12.8936
128,.stericx/kraken_dft_cache/128/33784.sdf,4,4,P,3,N N N,4.6947,2.7162,4.8553,30.5799,54.9198,11.0731,16.3066,5.2335,5.2335,0.9136,19.1845
1282,.stericx/kraken_dft_cache/1282/54270.sdf,7,7,P,6,C C C,6.9574,2.4639,6.8519,27.8788,50.0688,11.1114,14.1436,2.3112,1.7018,0.9388,17.0852
1283,.stericx/kraken_dft_cache/1283/54277.sdf,1,1,P,1,F C C,3.1461,1.4700,3.6659,21.4045,38.4412,8.9634,10.2572,1.2938,1.2938,0.9660,12.5840
1284,.stericx/kraken_dft_cache/1284/54278.sdf,1,1,P,1,F F C,3.1203,1.4700,3.6370,20.6776,37.1358,8.7886,10.1173,1.1539,1.1539,0.9710,11.5788
1285,.stericx/kraken_dft_cache/1285/54279.sdf,12,12,P,2,F C C,3.1492,1.4759,5.0163,23.2969,41.8399,9.0061,12.6117,3.5220,1.5153,0.9572,14.1136
1286,.stericx/kraken_dft_cache/1286/54291.sdf,3,3,P,2,F F C,3.1219,1.4700,4.8607,21.1730,38.0255,8.7886,10.9760,2.0126,1.2472,0.9684,12.1010
1287,.stericx/kraken_dft_cache/1287/54294.sdf,2,2,P,1,F F C,3.1217,1.4700,6.8463,23.1568,41.5883,8.7653,14.4766,5.3268,5.3268,0.9689,11.9765
1288,.stericx/kraken_dft_cache/1288/54296.sdf,1,1,P,4,F F C,3.1230,1.4700,5.0029,24.4094,43.8379,8.8002,14.5349,5.0004,5.0004,0.9636,13.0331
1289,.stericx/kraken_dft_cache/1289/54297.sdf,3,3,P,3,F N N,3.1630,1.5018,4.8276,26.5901,47.7543,8.9712,15.8132,6.5545,6.5157,0.9382,16.6962
129,.stericx/kraken_dft_cache/129/33788.sdf,2,2,P,3,N C C,4.7071,2.7197,6.8579,29.1926,52.4283,11.0731,15.2751,3.9630,2.2379,0.9374,17.1250
1290,.stericx/kraken_dft_cache/1290/54300.sdf,2,2,P,3,F F N,3.1254,1.4700,4.7323,23.2444,41.7457,8.7478,14.0454,4.7848,2.6226,0.9640,12.7143
1291,.stericx/kraken_dft_cache/1291/54302.sdf,5,5,P,2,O O F,4.3296,1.5916,4.4797,23.0153,41.3342,8.8888,12.5931,3.5014,1.0141,0.9535,14.4179
1292,.stericx/kraken_dft_cache/1292/54307.sdf,3,3,P,2,F O F,3.6245,1.4867,4.0362,21.8566,39.2532,8.6953,12.5146,3.7882,1.0374,0.9642,12.7012
