split_id,stratum,reaction_id,predicted_rank,predicted_ddg_kcal_mol,fit_frozen_prediction_kcal_mol,screen_minus_fit_prediction_kcal_mol,domain_verdict,applicability,trust,nearest_training_distance,nearest_training_ligand,nearest_training_threshold,nearest_training_ratio,mahalanobis_distance,maximum_extrapolation,leverage,leverage_ratio,prediction_interval_low,prediction_interval_high,coefficient_band_low,coefficient_band_high,bootstrap_mean_low,bootstrap_mean_high,descriptors_json,selected_features,model_seed,observed_ddg_kcal_mol,observed_rank,residual_kcal_mol,absolute_error_kcal_mol,prediction_interval_covers,is_observed_best
S039,three_singleton_scaffolds,SIG-NIHDA-785,2,-0.31952178589509117,-0.22648269,-0.09303909589509118,extrapolation,outside:B1_boltz,caution:outside_range,0.2824117062955664,SIG-NIHDA-498,1.7686383255322364,0.15967747742353158,1.806950089521676,0.011339158403159032,0.5914383751460561,0.5257230001298276,-1.8428733108080413,1.203829739017859,-7.676936029578643,9.151296456996683,-1.5932103886182176,1.9607517452615533,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",nbo_charge|B1_boltz,20260942,1.163593648,2,-1.4831154338950912,1.4831154338950912,1,0
S039,three_singleton_scaffolds,SIG-NIHDA-2063,3,-0.32222573298901835,0.046621323,-0.36884705598901835,extrapolation,outside:B1_boltz,caution:outside_range,0.2605942546223612,SIG-NIHDA-498,1.7686383255322364,0.1473417435664471,1.799504560744073,0.003306651432398119,0.5876023805912456,0.5223132271922183,-1.8437402110446712,1.1992887450666345,-7.7225737176311835,9.167380055141134,-1.5948567056545926,1.9409558299964078,"[{""name"":""sterimol_b1"",""value"":2.0376970767974854},{""name"":""nbo_charge"",""value"":1.4673559665679932}]",nbo_charge|B1_boltz,20260942,0.255397799,3,-0.5776235319890184,0.5776235319890184,1,0
S040,three_singleton_scaffolds,SIG-NIHDA-724,1,1.2411638174631392,1.0484635,0.1927003174631392,interpolation,inside_training_range,reliable,0.025573018871511467,SIG-NIHDA-723,1.7794632413551807,0.014371198166496485,0.9596444738309209,0.0,0.25655964516488927,0.228053017924346,-0.13258876554550514,2.6149164004717838,-6.764011461757841,9.747782837415718,0.6923467446369609,1.9214249791088576,"[{""name"":""sterimol_b1"",""value"":3.515042304992676},{""name"":""nbo_charge"",""value"":0.7455700039863586}]",nbo_charge|B1_boltz,20260943,2.143755427,1,-0.9025916095368607,0.9025916095368607,1,1
S040,three_singleton_scaffolds,SIG-NIHDA-2064,2,0.0056321972806543386,0.060602307,-0.05497010971934566,interpolation,inside_training_range,reliable,0.2519148099742527,SIG-NIHDA-2063,1.7794632413551807,0.1415678639039504,1.244971866751139,0.0,0.346422135571688,0.3079307871748338,-1.4163939744307883,1.427658368992097,-8.008931110468714,8.906421735435762,-0.7776018415650874,0.55436252940234,"[{""name"":""sterimol_b1"",""value"":2.7117297649383545},{""name"":""nbo_charge"",""value"":1.477565050125122}]",nbo_charge|B1_boltz,20260943,0.028072105,3,-0.02243990771934566,0.02243990771934566,1,0
S040,three_singleton_scaffolds,SIG-NIHDA-785,3,-0.2505772413090597,-0.16134834,-0.08922890130905967,extrapolation,outside:B1_boltz,caution:outside_range,0.2841401861586677,SIG-NIHDA-498,1.7794632413551807,0.1596774687755145,1.8380178470141573,0.011339158403159032,0.607615657991794,0.5401028071038169,-1.8044236262569942,1.3032691436388748,-7.233160272492759,8.282056226181545,-1.282014223365458,1.591682456007419,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",nbo_charge|B1_boltz,20260943,1.163593648,2,-1.4141708893090597,1.4141708893090597,1,0
S041,three_singleton_scaffolds,SIG-NIHDA-724,1,1.1638911214326129,1.3346591,-0.17076797856738724,interpolation,inside_training_range,reliable,0.18692235296650253,SIG-NIHDA-723,1.729657184371085,0.10806901775421397,0.8183179752272202,0.0,0.22066347265428246,0.19614530902602886,0.09834878976118655,2.229433453104039,-5.662137661145821,7.726028370604278,0.738368190351247,1.825475809803579,"[{""name"":""sterimol_b1"",""value"":3.515042304992676},{""name"":""sterimol_b5"",""value"":8.266290664672852},{""name"":""nbo_charge"",""value"":0.7455700039863586}]",B5_x_nbo_charge|B1_x_nbo_charge,20260944,2.143755427,1,-0.979864305567387,0.979864305567387,1,1
S041,three_singleton_scaffolds,SIG-NIHDA-2067,2,0.5690835219770634,0.3636365,0.20544702197706338,interpolation,inside_training_range,reliable,0.39453104054924876,SIG-NIHDA-2062,1.729657184371085,0.22809782430540007,1.767642193106057,0.0,0.5713655604069702,0.5078804981395291,-0.6398748547494111,1.7780418987035378,-14.01837322141268,11.54718786115333,-2.2753151757937493,1.407881381763417,"[{""name"":""sterimol_b1"",""value"":4.129640579223633},{""name"":""sterimol_b5"",""value"":9.222819328308105},{""name"":""nbo_charge"",""value"":1.4803980588912964}]",B5_x_nbo_charge|B1_x_nbo_charge,20260944,0.465439555,3,0.10364396697706335,0.10364396697706335,1,0
S041,three_singleton_scaffolds,SIG-NIHDA-785,3,-0.9372907298323696,-0.6079564,-0.32933432983236965,interpolation,inside_training_range,caution:high_leverage,0.8323504033154006,SIG-NIHDA-498,1.729657184371085,0.48122275953662386,2.6983981642888453,0.0,1.1651932361482016,1.0357273210206237,-2.3564170811219016,0.4818356214571622,-9.49944083519113,8.467652191309272,-1.7028581995971228,1.7909441640503585,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260944,1.163593648,2,-2.1008843778323696,2.1008843778323696,0,0
S044,three_singleton_scaffolds,SIG-NIHDA-2062,1,1.895802833069638,1.72958,0.16622283306963803,extrapolation,outside:B1_boltz,do_not_trust:extrapolation,0.9163187862442514,SIG-NIHDA-1058,0.39536727027240726,2.317639458655517,2.276464306394851,0.3266564202329441,0.86532710546997,1.15376947395996,-0.15553583524299208,3.947141501382268,-2.8001665904948725,6.240087551870881,0.7490519899616345,2.9999246508086626,"[{""name"":""sterimol_b1"",""value"":4.6543474197387695}]",B1_boltz,20260947,0.34352042,3,1.552282413069638,1.552282413069638,1,0
S044,three_singleton_scaffolds,SIG-NIHDA-2067,2,1.5516242219014202,1.499689,0.05193522190142019,extrapolation,outside:B1_boltz,caution:outside_range,0.16783994680752357,SIG-NIHDA-1058,0.39536727027240726,0.42451654304080905,1.5763264617892898,0.059832884602258,0.4799721591624488,0.6399628788832651,-0.2755781021206587,3.3788265459234994,-2.8364557107500223,5.587016360219006,0.688558238314214,2.383586000139303,"[{""name"":""sterimol_b1"",""value"":4.129640579223633}]",B1_boltz,20260947,0.465439555,2,1.0861846669014201,1.0861846669014201,1,0
S044,three_singleton_scaffolds,SIG-NIHDA-724,3,1.1484818114774953,0.8346009,0.3138809114774953,interpolation,inside_training_range,reliable,0.024131247818225177,SIG-NIHDA-723,0.39536727027240726,0.061035016382612536,0.7562427926000247,0.0,0.20670045162278344,0.27560060216371124,-0.5014257152775838,2.7983893382325746,-2.8789617902596363,4.822062682570852,0.5595886152886053,1.6897495538046652,"[{""name"":""sterimol_b1"",""value"":3.515042304992676}]",B1_boltz,20260947,2.143755427,1,-0.9952736155225046,0.9952736155225046,1,1
S048,three_singleton_scaffolds,SIG-NIHDA-2062,1,1.2737144230518425,0.71321344,0.5605009830518425,extrapolation,outside:B1_x_nbo_charge,do_not_trust:extrapolation,0.7494585930451569,SIG-NIHDA-2067,1.462156957444779,0.5125705480722726,3.1669094719587934,0.21067322952876083,1.5577593719403318,1.384674997280295,-0.6584707768541391,3.205899622957824,-19.107258143784406,16.857488473771696,-5.116798916073308,2.5976222725030764,"[{""name"":""sterimol_b1"",""value"":4.6543474197387695},{""name"":""sterimol_b5"",""value"":9.14515495300293},{""name"":""nbo_charge"",""value"":1.4906049966812134}]",B5_x_nbo_charge|B1_x_nbo_charge,20260951,0.34352042,2,0.9301940030518425,0.9301940030518425,1,0
S048,three_singleton_scaffolds,SIG-NIHDA-2063,2,-1.1466903109678697,0.063070774,-1.2097610849678697,interpolation,inside_training_range,caution:high_leverage,0.8652261415702901,SIG-NIHDA-498,1.462156957444779,0.5917464176228611,2.9587639077870627,0.0,1.3756119802890527,1.2227662047013803,-3.0088060130158896,0.71542539108015,-12.281001834067187,12.259158127837503,-2.2627335771633676,3.1997062561842973,"[{""name"":""sterimol_b1"",""value"":2.0376970767974854},{""name"":""sterimol_b5"",""value"":9.087408065795898},{""name"":""nbo_charge"",""value"":1.4673559665679932}]",B5_x_nbo_charge|B1_x_nbo_charge,20260951,0.255397799,3,-1.4020881099678697,1.4020881099678697,1,0
S048,three_singleton_scaffolds,SIG-NIHDA-785,3,-1.1498565076486784,-0.7500081,-0.39984840764867846,interpolation,inside_training_range,caution:high_leverage,0.8563195311131704,SIG-NIHDA-498,1.462156957444779,0.5856549987695222,2.9783830097544493,0.0,1.3922521932562815,1.2375575051166947,-3.0184825173938097,0.7187695020964529,-12.164545410623713,12.194266778839344,-2.270274256601815,3.2281347536885927,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260951,1.163593648,1,-2.3134501556486784,2.3134501556486784,0,1
S049,three_singleton_scaffolds,SIG-NIHDA-2062,1,1.296309876203992,0.73632336,0.559986516203992,extrapolation,outside:B1_x_nbo_charge,do_not_trust:extrapolation,0.7458864561113214,SIG-NIHDA-2067,1.4380484353740735,0.5186796478918995,3.1355790037879903,0.21067322952876083,1.5295508127137265,1.3596007224122013,-0.6407041198794363,3.2333238722874205,-19.387945766140156,20.807380379294763,-4.782824890798144,2.486450685336558,"[{""name"":""sterimol_b1"",""value"":4.6543474197387695},{""name"":""sterimol_b5"",""value"":9.14515495300293},{""name"":""nbo_charge"",""value"":1.4906049966812134}]",B5_x_nbo_charge|B1_x_nbo_charge,20260952,0.34352042,2,0.952789456203992,0.952789456203992,1,0
S049,three_singleton_scaffolds,SIG-NIHDA-2064,2,-0.15899061823003535,-0.09125042,-0.06774019823003535,interpolation,inside_training_range,reliable,0.21742088475219273,SIG-NIHDA-2063,1.4380484353740735,0.1511916284625253,1.5037909551619868,0.0,0.4480553195467144,0.39827139515263504,-1.624550714125385,1.3065694776653143,-13.518486919040832,16.861130563430883,-1.137179536162916,3.0283163124340913,"[{""name"":""sterimol_b1"",""value"":2.7117297649383545},{""name"":""sterimol_b5"",""value"":8.449454307556152},{""name"":""nbo_charge"",""value"":1.477565050125122}]",B5_x_nbo_charge|B1_x_nbo_charge,20260952,0.028072105,3,-0.18706272323003537,0.18706272323003537,1,0
S049,three_singleton_scaffolds,SIG-NIHDA-785,3,-1.135647889676477,-0.73592377,-0.39972411967647703,interpolation,inside_training_range,caution:high_leverage,0.8680234848782756,SIG-NIHDA-498,1.4380484353740735,0.6036121340047078,3.127777245049789,0.0,1.5225700706644638,1.3533956183684124,-3.069987273171712,0.7986914938187579,-12.119139943797746,16.053571817147244,-2.148641790522648,5.25020872567398,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260952,1.163593648,1,-2.299241537676477,2.299241537676477,0,1
S050,three_singleton_scaffolds,SIG-NIHDA-2062,1,1.4937411453506115,0.91855335,0.5751877953506115,extrapolation,outside:B5_x_nbo_charge|B1_x_nbo_charge,do_not_trust:extrapolation,3.078064688473597,SIG-NIHDA-2063,1.2762273588448552,2.411846656586041,5.144580053006927,0.9662589856684194,3.905957703113822,3.4719624027678417,-1.1983165243133365,4.185798815014559,-18.441118041309522,17.636480811499545,-6.941164903605242,2.832988631933843,"[{""name"":""sterimol_b1"",""value"":4.6543474197387695},{""name"":""sterimol_b5"",""value"":9.14515495300293},{""name"":""nbo_charge"",""value"":1.4906049966812134}]",B5_x_nbo_charge|B1_x_nbo_charge,20260953,0.34352042,3,1.1502207253506116,1.1502207253506116,1,0
S050,three_singleton_scaffolds,SIG-NIHDA-2067,2,0.9197793249977622,0.6692028,0.2505765249977622,extrapolation,outside:B5_x_nbo_charge|B1_x_nbo_charge,do_not_trust:extrapolation,2.1478674370086552,SIG-NIHDA-2063,1.2762273588448552,1.6829818152094334,3.745825181490277,0.6667009204772948,2.129458041469524,1.8928515924173546,-1.2303125890116395,3.069871239007164,-17.17599897228786,16.604668348606026,-5.431290978528393,1.792274081931754,"[{""name"":""sterimol_b1"",""value"":4.129640579223633},{""name"":""sterimol_b5"",""value"":9.222819328308105},{""name"":""nbo_charge"",""value"":1.4803980588912964}]",B5_x_nbo_charge|B1_x_nbo_charge,20260953,0.465439555,2,0.45433976999776216,0.45433976999776216,1,0
S050,three_singleton_scaffolds,SIG-NIHDA-785,3,-1.110459623232046,-0.6974592,-0.4130004232320461,extrapolation,outside:B5_x_nbo_charge,do_not_trust:extrapolation,0.9874816332013479,SIG-NIHDA-498,1.2762273588448552,0.7737505596927038,2.845312564066098,0.08133230589067127,1.2815433696046277,1.1391496618707802,-2.946308058549074,0.7253888120849818,-12.017471173284255,12.583009253904837,-2.122650359228023,2.213593909714343,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260953,1.163593648,1,-2.274053271232046,2.274053271232046,0,1
S051,three_singleton_scaffolds,SIG-NIHDA-2064,1,-0.31412495141248087,-0.25396776,-0.06015719141248088,interpolation,inside_training_range,reliable,0.6857667637222112,SIG-NIHDA-498,1.3288341709089813,0.5160664729543465,1.8334440672260561,0.0,0.6052167353780604,0.5379704314471648,-1.8551264223766881,1.2268765195517264,-13.769417016753245,17.24105226464866,-1.1588734694711036,3.200819682877112,"[{""name"":""sterimol_b1"",""value"":2.7117297649383545},{""name"":""sterimol_b5"",""value"":8.449454307556152},{""name"":""nbo_charge"",""value"":1.477565050125122}]",B5_x_nbo_charge|B1_x_nbo_charge,20260954,0.028072105,3,-0.3421970564124809,0.3421970564124809,1,0
S051,three_singleton_scaffolds,SIG-NIHDA-2063,2,-1.2793068194127102,-0.07992411,-1.19938270941271,interpolation,inside_training_range,caution:high_leverage,0.7796906677778772,SIG-NIHDA-498,1.3288341709089813,0.5867479064333019,3.564233511796746,0.0,1.9398229323735665,1.7242870509987258,-3.364742503415404,0.8061288645899838,-12.5017737487262,16.66955200846759,-2.520767556161183,5.530765441137895,"[{""name"":""sterimol_b1"",""value"":2.0376970767974854},{""name"":""sterimol_b5"",""value"":9.087408065795898},{""name"":""nbo_charge"",""value"":1.4673559665679932}]",B5_x_nbo_charge|B1_x_nbo_charge,20260954,0.255397799,2,-1.5347046184127102,1.5347046184127102,1,0
S051,three_singleton_scaffolds,SIG-NIHDA-785,3,-1.2804515726794108,-0.8790126,-0.40143897267941075,interpolation,inside_training_range,caution:high_leverage,0.7687254464662571,SIG-NIHDA-498,1.3288341709089813,0.5784961459415323,3.5797914320411466,0.0,1.9557009567021717,1.7384008504019304,-3.3715114063708853,0.8106082610120637,-12.381030363040594,16.586776259305694,-2.5250510891291778,5.573932520409222,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260954,1.163593648,1,-2.4440452206794108,2.4440452206794108,0,1
S052,three_singleton_scaffolds,SIG-NIHDA-2067,1,0.4927389712228205,0.26034546,0.23239351122282054,interpolation,inside_training_range,reliable,0.39008719560924954,SIG-NIHDA-2062,1.7189746600856626,0.22693016055850998,1.863102199780742,0.0,0.6208785438325486,0.5518920389622655,-1.0728233926564703,2.0583013351021116,-15.901521464516929,13.03367108860601,-3.5546164059743597,1.4719815248899664,"[{""name"":""sterimol_b1"",""value"":4.129640579223633},{""name"":""sterimol_b5"",""value"":9.222819328308105},{""name"":""nbo_charge"",""value"":1.4803980588912964}]",B5_x_nbo_charge|B1_x_nbo_charge,20260955,0.465439555,2,0.027299416222820505,0.027299416222820505,1,0
S052,three_singleton_scaffolds,SIG-NIHDA-785,2,-1.120609622949459,-0.7533951,-0.3672145229494591,interpolation,inside_training_range,caution:high_leverage,0.8298317040582122,SIG-NIHDA-498,1.7189746600856626,0.48274807263119207,2.9535746374175402,0.0,1.371229019828022,1.2188702398471305,-3.0141818985636633,0.7729626526647448,-11.192701234707657,9.653545784588498,-2.406807866844545,1.802681938433409,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260955,1.163593648,1,-2.284203270949459,2.284203270949459,0,1
S052,three_singleton_scaffolds,SIG-NIHDA-2063,3,-1.1207250061801517,-0.032275677,-1.0884493291801518,interpolation,inside_training_range,caution:high_leverage,0.8402339391375843,SIG-NIHDA-498,1.7189746600856626,0.4887994911430006,2.938695631516883,0.0,1.3587045735280585,1.2077373986916076,-3.0092898904795233,0.7678398781192199,-11.296530762799128,9.704704551154803,-2.4049977212694476,1.7464662258881434,"[{""name"":""sterimol_b1"",""value"":2.0376970767974854},{""name"":""sterimol_b5"",""value"":9.087408065795898},{""name"":""nbo_charge"",""value"":1.4673559665679932}]",B5_x_nbo_charge|B1_x_nbo_charge,20260955,0.255397799,3,-1.3761228051801517,1.3761228051801517,1,0
S053,three_singleton_scaffolds,SIG-NIHDA-2067,1,0.5143169520504784,0.28225088,0.23206607205047847,interpolation,inside_training_range,reliable,0.391190075661816,SIG-NIHDA-2062,1.7016054945243504,0.22989469469899976,1.8439497713244735,0.0,0.6107358227382254,0.5428762868784225,-1.0685112289673786,2.0971451330683353,-17.896772896791155,15.567254421216093,-3.7158322778380555,1.4502728459602052,"[{""name"":""sterimol_b1"",""value"":4.129640579223633},{""name"":""sterimol_b5"",""value"":9.222819328308105},{""name"":""nbo_charge"",""value"":1.4803980588912964}]",B5_x_nbo_charge|B1_x_nbo_charge,20260956,0.465439555,2,0.048877397050478444,0.048877397050478444,1,0
S053,three_singleton_scaffolds,SIG-NIHDA-2064,2,-0.2288703865966113,-0.17729998,-0.0515704065966113,interpolation,inside_training_range,reliable,0.19484667279897824,SIG-NIHDA-2063,1.7016054945243504,0.114507547975122,1.5740062444729999,0.0,0.47892795109142816,0.4257137343034917,-1.7455544509008138,1.2878136777075913,-13.458247809810679,13.080553452695838,-1.0918786274503243,0.9013674376471021,"[{""name"":""sterimol_b1"",""value"":2.7117297649383545},{""name"":""sterimol_b5"",""value"":8.449454307556152},{""name"":""nbo_charge"",""value"":1.477565050125122}]",B5_x_nbo_charge|B1_x_nbo_charge,20260956,0.028072105,3,-0.2569424915966113,0.2569424915966113,1,0
S053,three_singleton_scaffolds,SIG-NIHDA-785,3,-1.1065584344238033,-0.7392864,-0.3672720344238033,interpolation,inside_training_range,caution:high_leverage,0.8408375405430053,SIG-NIHDA-498,1.7016054945243504,0.49414364448678777,3.111494407162955,0.0,1.5080567779723353,1.340494913753187,-3.081663928922374,0.8685470600747673,-12.043708033340543,12.171507884267836,-2.4004099653635347,3.1817222490579673,"[{""name"":""sterimol_b1"",""value"":2.0187768936157227},{""name"":""sterimol_b5"",""value"":9.09225845336914},{""name"":""nbo_charge"",""value"":1.4592299461364746}]",B5_x_nbo_charge|B1_x_nbo_charge,20260956,1.163593648,1,-2.2701520824238033,2.2701520824238033,0,1
