Reaction_ID,Conformer_Index,Conformer_XYZ_Path,Boltzmann_Weight,vbur,percent_vbur,qvbur_min,qvbur_max,max_delta_qvbur,ovbur_min,ovbur_max,near_vbur,far_vbur,Coordination_Center_Method,Coordination_Center_X,Coordination_Center_Y,Coordination_Center_Z
SIG-NIHDA-2064,4,conformers/SIG-NIHDA-2064_f0ba08d0/conf_004.xyz,0.0027747224,55.330643,30.808674,10.7351,18.218199,7.483099,0.0,18.218199,55.330643,0.0,xtb_lmo_kraken,1.6274197,-3.5482347,2.0601323
SIG-NIHDA-2064,5,conformers/SIG-NIHDA-2064_f0ba08d0/conf_005.xyz,0.0027747224,55.423885,30.860592,10.7351,18.218199,7.483099,0.0,18.218199,55.423885,0.0,xtb_lmo_kraken,1.7852398,3.7851152,1.3792782
SIG-NIHDA-2064,6,conformers/SIG-NIHDA-2064_f0ba08d0/conf_006.xyz,0.0021679816,55.5521,30.931982,10.828347,18.824306,7.9959593,0.0,18.824306,55.5521,0.0,xtb_lmo_kraken,-1.4597217,3.9390829,1.7461176
SIG-NIHDA-2064,7,conformers/SIG-NIHDA-2064_f0ba08d0/conf_007.xyz,0.002167981,55.575417,30.944963,10.828347,18.824306,7.9959593,0.0,18.824306,55.575413,0.0,xtb_lmo_kraken,1.660753,-1.1476067,-4.076928
SIG-NIHDA-2064,8,conformers/SIG-NIHDA-2064_f0ba08d0/conf_008.xyz,0.0021679807,55.575417,30.944963,10.828347,18.824306,7.9959593,0.0,18.824306,55.575413,0.0,xtb_lmo_kraken,1.3594846,0.34565458,4.3605857
SIG-NIHDA-2064,9,conformers/SIG-NIHDA-2064_f0ba08d0/conf_009.xyz,0.0021679795,55.5521,30.931982,10.828347,18.824306,7.9959593,0.0,18.824306,55.5521,0.0,xtb_lmo_kraken,1.5297546,4.2276344,0.6946483
SIG-NIHDA-2064,10,conformers/SIG-NIHDA-2064_f0ba08d0/conf_010.xyz,0.0001913726,54.32823,30.25052,10.606885,17.239101,5.548217,0.0,17.1342,54.223328,0.10490325,xtb_lmo_kraken,1.7289608,1.5672874,3.2762215
SIG-NIHDA-2064,11,conformers/SIG-NIHDA-2064_f0ba08d0/conf_011.xyz,0.0001913725,54.35154,30.263496,10.606885,17.239101,5.548217,0.0,17.1342,54.246635,0.10490325,xtb_lmo_kraken,1.6794767,-2.1960814,3.0848894
SIG-NIHDA-2067,0,conformers/SIG-NIHDA-2067_1f828bfa/conf_000.xyz,0.29003906,80.705574,44.9377,11.597637,36.82104,22.111279,0.0,21.913124,63.909397,16.796177,xtb_lmo_kraken,-1.1502975,-1.6304681,-2.7540166
SIG-NIHDA-2067,1,conformers/SIG-NIHDA-2067_1f828bfa/conf_001.xyz,0.29003906,80.705574,44.9377,11.597637,36.82104,22.111279,0.0,21.913124,63.909397,16.796177,xtb_lmo_kraken,0.96509594,3.2020407,-0.5632604
SIG-NIHDA-2067,2,conformers/SIG-NIHDA-2067_1f828bfa/conf_002.xyz,0.15240905,79.64488,44.34709,10.87497,34.338333,23.463364,0.0,22.018028,64.00265,15.6422415,xtb_lmo_kraken,-0.7295474,2.840455,-1.4987471
SIG-NIHDA-2067,3,conformers/SIG-NIHDA-2067_1f828bfa/conf_003.xyz,0.15240839,79.633224,44.3406,10.87497,34.349987,23.475018,0.0,22.018028,63.99099,15.6422415,xtb_lmo_kraken,-1.3570598,2.9359987,0.7123883
SIG-NIHDA-2067,4,conformers/SIG-NIHDA-2067_1f828bfa/conf_004.xyz,0.1009921,74.20157,41.316196,11.655918,32.741474,19.67519,0.0,21.819878,62.906986,11.294584,xtb_lmo_kraken,0.058942165,-3.4046876,1.7782592
SIG-NIHDA-2067,5,conformers/SIG-NIHDA-2067_1f828bfa/conf_005.xyz,0.0074391556,66.68351,37.130066,11.70254,25.8062,13.637422,0.0,21.21377,62.10273,4.5807753,xtb_lmo_kraken,-0.14315927,-3.578429,-1.1398925
SIG-NIHDA-2067,6,conformers/SIG-NIHDA-2067_1f828bfa/conf_006.xyz,0.004322869,68.72329,38.26584,11.166369,26.633772,15.467402,0.0,21.936438,63.221695,5.501593,xtb_lmo_kraken,1.6120684,-3.215046,-2.1630042
SIG-NIHDA-2067,7,conformers/SIG-NIHDA-2067_1f828bfa/conf_007.xyz,0.0012317497,66.98656,37.298805,11.457767,25.38659,13.9288225,0.0,20.526072,62.126038,4.8605175,xtb_lmo_kraken,-1.5502527,-2.640442,-2.6776986
SIG-NIHDA-2067,8,conformers/SIG-NIHDA-2067_1f828bfa/conf_008.xyz,0.00068654626,81.28837,45.262203,10.99153,30.468569,17.833553,0.0,22.23949,69.60914,11.679229,xtb_lmo_kraken,0.012856832,1.5360547,-2.6716874
SIG-NIHDA-2067,9,conformers/SIG-NIHDA-2067_1f828bfa/conf_009.xyz,0.00025086204,61.03038,33.982346,11.411143,18.428005,7.016862,0.0,18.288136,60.843887,0.18649468,xtb_lmo_kraken,0.60311806,-3.2238488,-2.4742136
SIG-NIHDA-2067,10,conformers/SIG-NIHDA-2067_1f828bfa/conf_010.xyz,0.00018123201,80.11112,44.6067,11.76082,34.536484,22.775663,0.0,20.712564,63.12845,16.982672,xtb_lmo_kraken,-1.2290955,-2.5654511,-2.048234
